4270261,0.25,0.25,max margin,margin learn,multimedia databas,max margin learn
58630,0.75,0.75,cluster,model-bas cluster,fraction,hierarch cluster
4794787,0.25,0.2,discoveri process,knowledg discoveri,knowledg discoveri process,discoveri system
902409,0.0,0.0,patient,cancer patient,patient record,cancer patient record
11980488,0.0,0.0,base learner,function,function space,base classif
434661,0.25,0.3333333333333333,period pattern,time seri,asynchron period pattern,seri data
980627,0.0,0.0,workflow model,workflow mine workflow,probabilist workflow,workflow represent
27107,0.5,0.3333333333333333,model,transact data,mixtur model,model techniqu
9479071,0.5,0.2,learn,activ learn,erm,semi-supervis learn
1225233,0.5,0.5,nomogram,support vector,vector machin,support vector machin
303639,0.25,0.16666666666666666,cluster,cluster model,cluster algorithm,overlap cluster
4738342,0.25,0.2,cost quantif,class,class distribut,class prior
9662316,0.0,0.0,network,actor,network connect,social
9389455,0.0,0.0,page,web page,page level,advertis
552094,0.25,0.25,attack,attack profil,shill attack,attack event
9965882,0.25,0.5,stream,stream learn,data stream,error estim
4740231,0.25,0.3333333333333333,system,enterpris system,various system,new system
3744882,0.0,0.0,data mine,web data,web data mine,profil
10005232,0.25,0.16666666666666666,featur,featur select,featur group,dens featur
4306370,0.0,0.0,individu,close-knit individu,secur dealer,tribe
11669627,0.0,0.0,offset tree,binari classif,classif algorithm,regret
9133885,0.25,0.3333333333333333,matrix factor,factor relat,matrix factor relat,factor model
1209092,0.0,0.0,cluster solut,data cluster,data cluster solut,multipl cluster
794717,0.25,0.3333333333333333,storytel,mine,object set,redescript mine
303682,0.5,0.4,cluster,correspond cluster,model-bas cluster,hybrid cluster
10001128,0.0,0.0,sentenc,sentenc talk,opinion,opinion mine
5133167,0.5,0.3333333333333333,controversi object,deviat,evalu,bias
510197,0.0,0.0,regress,regress model,mixtur,trajectori cluster
89079,0.25,0.2,time seri,seri motif,time seri motif,motif discoveri
5169771,0.25,0.25,seri motif,time seri,time seri motif,motif discoveri
11482753,0.25,0.25,domain,domain adapt,sourc domain,target domain
9683909,0.25,0.25,frequent pattern,pattern mine,discrimin pattern,support pattern
329505,0.25,0.25,mine correl,correl pattern,mine quantit,quantit correl
524908,0.25,0.25,outlier,object,outlier comput,distance-bas outlier
14987,0.0,0.0,data stream,mine data,mine data stream,medium data
14125260,0.0,0.0,dsgd,stochast gradient,dsgd implement,ssgd
9419452,0.25,0.5,partial label,label learn,label inform,partial label learn
10201372,0.0,0.0,model,supervis model,sourc consensus,base model
2353166,0.25,0.125,vlsi test,ic test,test data,vlsi test data
676107,0.25,0.25,vector machin,support vector,support vector machin,vector machin classifi
9729483,0.0,0.0,network,inform network,heterogen network,star network
13755742,0.25,0.3333333333333333,network data,inform network,communiti inform,inform network data
698383,0.0,0.0,seri data,time seri,time seri data,chang point
4711482,0.0,0.0,ida data,ida data set,test data,ida data sourc
13755977,0.25,0.3333333333333333,rank,rank object,network,inform network
9109385,0.0,0.0,transact data,item,data mine,anonym transact data
4604920,0.25,0.5,cube,quotient cube,data cube,cube cell
1239715,0.0,0.0,decis,decis make,cost-sensit decis,learn decis
3859887,0.5,0.5,pattern,frequent pattern,pattern annot,semant pattern
10164574,0.25,0.3333333333333333,entiti,entiti identif,entiti attribut,joint entiti
10201458,0.5,0.3333333333333333,biclust,real-valu data,data set,real-valu pattern
14051997,0.0,0.0,spine,sparsif,influenc network,backbon
9642833,0.25,0.3333333333333333,time seri,mine time,mine time seri,seri data
340719,0.25,0.25,inform extract,extract rule,approxim inform,inform extract rule
925579,0.0,0.0,kernel,neumann kernel,diffus kernel,kernel method
10561862,0.25,0.2,heap,heap dump,memori leak,dump memori
460977,0.5,0.25,associ rule,rule discoveri,sever rule,rule group
9624095,0.25,0.3333333333333333,queri aspect,latent queri,broad queri,such queri
959147,0.25,0.3333333333333333,pattern,contrast pattern,such pattern,diagram pattern
9621454,0.25,0.16666666666666666,figur,biolog figur,literatur figur,topic model
4422616,0.0,0.0,pattern,hedg algorithm,sourc pattern,rank
997055,0.25,0.3333333333333333,pattern,itemset pattern,frequent pattern,repres
13809567,0.0,0.0,cox,cox model,cox featur,cox proport
663987,0.0,0.0,climat indic,known indic,land climat indic,other indic
1167659,0.25,0.16666666666666666,rule,rule weight,rule valid,comprehens rule
11279489,0.0,0.0,experiment,experiment environ,experiment process,overal experiment
4882089,0.25,0.25,episod,frequent episod,episod discoveri,frequent episod discoveri
10925003,0.25,0.3333333333333333,cliqu,network,communic network,pattern
10971362,0.25,0.16666666666666666,softwar,softwar system,softwar behavior,approach softwar
3809174,0.25,0.2,rule,linear classifi,support vector,linear support
9727373,0.25,0.25,frequent itemset,itemset mine,probabilist frequent,probabilist frequent itemset
10151654,0.25,0.16666666666666666,data center,seri data,center chiller,data center chiller
5070260,0.0,0.0,space complex,synopsi space,time complex,synopsi space complex
9606991,0.25,0.3333333333333333,visual document,topic,topic model,visual space
103469,0.0,0.0,data,data owner,data record,data mine
13928451,0.25,0.3333333333333333,probabilist databas,associ rule,sensor monitor,probabilist guarante
2916145,0.0,0.0,region,densiti region,rectangular region,dens region
93113,0.25,0.25,diffset,vertic mine,vertic tid,vertic data
954813,0.25,0.14285714285714285,sensor,sensor network,client devic,beacon sensor
13083411,0.25,0.25,queri node,queri time,graph,cluster graph
406323,0.25,0.16666666666666666,web,web usag,web site,web person
13802275,0.25,0.3333333333333333,friend network,user privaci,social network,network site
9759716,0.25,0.25,user behavior,brows behavior,post-result behavior,post-result user behavior
9463669,0.0,0.0,privaci privaci,data privaci privaci,differenti privaci privaci,preserv privaci privaci
4453627,0.25,0.1,rate,estim rate,hierarchi,occurr rate
112222,0.25,0.2,recommend,recommend method,customer-item recommend,customer-item recommend method
1374932,0.25,0.3333333333333333,time seri,seri similar,time seri similar,inform
9161791,0.5,0.5,hyperrectangl,transact databas,overlap hyperrectangl,approxim algorithm
998449,0.25,0.14285714285714285,email,email model,email data,spam
9421192,0.0,0.0,page,templat,similar page,common templat
9505,0.0,0.0,column cluster,simultan cluster,word-docu cluster,row
4051385,0.0,0.0,numer attribut,support measur,numer data,categor attribut
14076694,0.25,0.25,chui,pakdd,probabilist databas,pattern
9640142,0.0,0.0,fraud,snare,fraud scheme,fraud detect
11842174,0.0,0.0,entiti,entiti categor,relat entiti,relat entiti categor
9309392,0.0,0.0,network classif,label,label node,label neighbor
5023118,0.0,0.0,inform,true inform,web site,inform sourc
10011554,0.25,0.2,sequenc event,event sequenc,sequenc event sequenc,event sequenc event
939453,0.0,0.0,featur,predict featur,statist featur,new featur
11546904,0.25,0.25,relationship,advisor-advise relationship,relationship mine,network
321801,0.0,0.0,rule chang,associ rule,fundament rule,associ rule chang
4677655,0.0,0.0,data valu,data set,miss data,miss data valu
184282,0.5,0.4,random project,dimension,dimension reduct,data random
510194,0.0,0.0,data,data analysi,data mine,effici data
9696778,0.25,0.16666666666666666,email messag,priorit email,email priorit,person email
261834,0.0,0.0,summar,rule,organ,multi-level organ
6158185,0.25,0.3333333333333333,state,confid rule,state sequenc,progress confid
4186146,0.25,0.25,graph,graph databas,graph pattern,graph databas mine
680148,0.0,0.0,graph properti,properti mine,specif properti,graph properti mine
314861,0.0,0.0,web page,web site,web data,content block
668606,0.0,0.0,intellig data,knowledge-bas intellig,knowledge-bas intellig data,data cleaner
14344924,0.25,0.2,bid,real-tim bid,bid algorithm,bid adjust bid
10061437,0.25,0.2,queri abandon,result,search result,approach
10903275,0.0,0.0,gradient,project gradient,gradient scheme,gradient algorithm
54521,0.0,0.0,queri,queri select,data,data set
652735,0.25,0.14285714285714285,user,queri log,engin log,search engin
9142727,0.5,0.6666666666666666,social,social influenc,social interact,social network
565501,0.0,0.0,perform model,direct market,multi-object perform model,data mine
11626792,0.25,0.25,motif,seri motif,motif discoveri,onlin motif
60862,0.0,0.0,cluster individu,framework,probabilist framework,object
7440,0.0,0.0,data,data privaci,data mine,cluster
48523,0.0,0.0,unlabel data,ensembl method,assembl,classif ensembl
9248967,0.0,0.0,cssp,featur select,data matrix,data analysi
4739043,0.25,0.2,surviv model,concord index,prostat cancer,cancer recurr
10257235,0.25,0.3333333333333333,privaci,data util,privaci gain,util gain
9499,0.0,0.0,bregman co-clust,co-clust algorithm,co-clust approach,bregman co-clust algorithm
429532,0.25,0.5,frequent subgraph,subgraph mine,maxim subgraph,frequent subgraph mine
11117574,0.5,0.5,metric learn,learn task,transfer learn,metric learn task
1353138,0.0,0.0,sampl,sampl algorithm,sequenti sampl,util
9315193,0.0,0.0,graph,real graph,dynam graph,graph low-rank
3779321,0.5,0.3333333333333333,interesting,itemset,background knowledg,bayesian network
9962233,0.0,0.0,coverag algorithm,user,person coverag,user prefer
3769914,0.0,0.0,graph,larg graph,data graph,dblp graph
10514814,0.5,0.5,cover chang,chang detect,land cover,cover chang detect
9690351,0.25,0.25,user,network,social network,user activ
4978533,0.25,0.2,lungcad,clinic trial,nodul,cad system
4324571,0.25,0.125,function,box function,function anova,predict function
748573,0.0,0.0,data,preserv data,adversari data,data mine
11080150,0.0,0.0,infer method,infer topic,topic infer,model infer
3680878,0.0,0.0,system measur,system behavior,intrusion-detect system,abnorm comput
4697801,0.25,0.25,statist test,statist chang,densiti test,multi-dimension chang
687857,0.25,0.3333333333333333,associ rule,weight associ rule,war,mine
3921987,0.25,0.16666666666666666,text classif,classif task,featur,word featur
7101956,0.0,0.0,user rate,model,rate matrix,approach
123208,0.25,0.16666666666666666,network,network relat,relat import,graph relat
959718,0.0,0.0,crawl,web user,crawl system,topic resourc
9102538,0.0,0.0,dual method,gradient method,train,exponenti gradient method
1523191,0.25,0.25,imag pattern,viewpoint pattern,imag databas,imag set
9942601,0.5,0.5,social influenc,social correl,social network,social system
839336,0.0,0.0,rule mine,mine causal,causal rule,causal rule mine
1364456,0.0,0.0,classif,string,classif behavior,dna string
9647883,0.0,0.0,wisdom,search result,result cluster,search queri
329510,0.25,0.16666666666666666,rule,associ rule,interest rule,tradit associ rule
