4270261,omega,0.5, 0.5,phi,0.33549287660694826, 0.3358337647260347, 0.3286733586670169,count precision recall f1 iter,0,0.0,0.0,0,1,['embryo imag', 'scale multimedia', 'imag databas', 'evalu purpos']
58630,omega,0.5, 0.49999999999999994,phi,0.3443129929244172, 0.34594948474344583, 0.309737522332137,count precision recall f1 iter,1,0.25,0.25,0.25,1,['hierarch cluster', 'non-parametr cluster', 'cluster method', 'model-bas cluster']
4794787,omega,0.5, 0.5,phi,0.3355334569799635, 0.3360642461192601, 0.32840229690077644,count precision recall f1 iter,0,0.0,0.0,0,1,['knowledg discoveri', 'kdd process', 'user-cent kdd', 'visual tool']
902409,omega,0.5, 0.5,phi,0.3402773838228823, 0.3412607194616578, 0.3184618967154598,count precision recall f1 iter,0,0.0,0.0,0,1,['cancer patient', 'patient record', 'outcom analysi', 'colon cancer']
11980488,omega,0.49999999999999994, 0.5,phi,0.33339408398535464, 0.3335932636030252, 0.33301265241162015,count precision recall f1 iter,0,0.0,0.0,0,1,['group effect', 'structur inform', 'base classif', 'base learner']
434661,omega,0.5, 0.49999999999999994,phi,0.3879980925386581, 0.3884207267834224, 0.22358118067791954,count precision recall f1 iter,0,0.0,0.0,0,1,['period pattern', 'seri data', 'time seri', 'asynchron period']
980627,omega,0.5, 0.5,phi,0.3522309797635552, 0.35527425164270604, 0.2924947685937388,count precision recall f1 iter,1,0.25,0.25,0.25,1,['workflow model', 'workflow represent', 'mine workflow', 'workflow mine']
27107,omega,0.5, 0.49999999999999994,phi,0.34119075067690424, 0.3417796748033205, 0.3170295745197752,count precision recall f1 iter,1,0.25,0.16666666666666666,0.2,1,['profil techniqu', 'simpl profil', 'mixtur model', 'model techniqu']
9479071,omega,0.5, 0.5,phi,0.3368053401432721, 0.3373771872528113, 0.3258174726039168,count precision recall f1 iter,0,0.0,0.0,0,1,['network data', 'risk minim', 'social network', 'graph structur']
1225233,omega,0.5, 0.5,phi,0.3378058378598599, 0.3437375722552284, 0.31845658988491177,count precision recall f1 iter,1,0.25,0.25,0.25,1,['nomogram', 'model visual', 'visual techniqu', 'easy-to-interpret visual']
303639,omega,0.5, 0.5,phi,0.3521300253256685, 0.3527232648182185, 0.2951467098561131,count precision recall f1 iter,1,0.25,0.16666666666666666,0.2,1,['cluster algorithm', 'cluster model', 'overlap cluster', 'mixtur model']
4738342,omega,0.5, 0.5,phi,0.3357424067668637, 0.33651213134855934, 0.3277454618845769,count precision recall f1 iter,1,0.25,0.2,0.22222222222222224,1,['cost quantif', 'class prior', 'classif threshold', 'class imbal']
9662316,omega,0.5, 0.49999999999999994,phi,0.34025757740783924, 0.34122532236894, 0.3185171002232208,count precision recall f1 iter,0,0.0,0.0,0,1,['network inform', 'network format', 'network connect', 'blog site']
9389455,omega,0.5, 0.5,phi,0.3352456008607712, 0.3355717584929111, 0.3291826406463177,count precision recall f1 iter,1,0.25,0.2,0.22222222222222224,1,['learn method', 'tradit learn', 'contextu advertis', 'multiple-inst learn']
552094,omega,0.5, 0.5,phi,0.33729816762227455, 0.33893511483198957, 0.3237667175457359,count precision recall f1 iter,1,0.25,0.25,0.25,1,['window size', 'attack profil', 'shill attack', 'disjoint window']
9965882,omega,0.49999999999999994, 0.5,phi,0.33943875644681426, 0.34020007561420396, 0.3203611679389818,count precision recall f1 iter,1,0.25,0.5,0.3333333333333333,1,['data stream', 'stream applic', 'stream learn', 'predict stream']
4740231,omega,0.5, 0.49999999999999994,phi,0.34497661006292907, 0.3452190774501098, 0.30980431248696116,count precision recall f1 iter,2,0.5,0.6666666666666666,0.5714285714285715,1,['various system', 'new system', 'perform forecast', 'enterpris system']
3744882,omega,0.5, 0.5,phi,0.33382452365915194, 0.3338275947696829, 0.3323478815711653,count precision recall f1 iter,0,0.0,0.0,0,1,['session cluster', 'web session', 'trend sequenc', 'sequenc scenario']
