4270261,omega,0.5, 0.5,phi,0.5042858988095716, 0.49571410119042836,count precision recall f1 iter,0,0.0,0.0,0,1,['embryo imag', 'scale multimedia', 'imag databas', 'margin learn']
58630,omega,0.5, 0.5,phi,0.5185220779692129, 0.4814779220307871,count precision recall f1 iter,1,0.25,0.25,0.25,1,['hierarch cluster', 'non-parametr cluster', 'cluster method', 'model-bas cluster']
4794787,omega,0.5, 0.5,phi,0.5048727586037106, 0.49512724139628944,count precision recall f1 iter,0,0.0,0.0,0,1,['knowledg discoveri', 'kdd process', 'user-cent kdd', 'visual tool']
902409,omega,0.5, 0.5,phi,0.5122186116966572, 0.4877813883033428,count precision recall f1 iter,0,0.0,0.0,0,1,['cancer patient', 'patient record', 'outcom analysi', 'hospit patient']
11980488,omega,0.5, 0.5,phi,0.5003953015869207, 0.49960469841307936,count precision recall f1 iter,0,0.0,0.0,0,1,['structur inform', 'base learner', 'group effect', 'base classif']
434661,omega,0.5, 0.49999999999999994,phi,0.5827644231158454, 0.4172355768841546,count precision recall f1 iter,0,0.0,0.0,0,1,['period pattern', 'seri data', 'time seri', 'asynchron period']
980627,omega,0.5, 0.49999999999999994,phi,0.5319018429968861, 0.468098157003114,count precision recall f1 iter,1,0.25,0.25,0.25,1,['workflow model', 'workflow represent', 'workflow mine', 'mine workflow']
27107,omega,0.5, 0.5,phi,0.5134623779552506, 0.4865376220447495,count precision recall f1 iter,1,0.25,0.16666666666666666,0.2,1,['profil techniqu', 'simpl profil', 'mixtur model', 'model techniqu']
9479071,omega,0.5, 0.5,phi,0.5063889362755958, 0.49361106372440416,count precision recall f1 iter,0,0.0,0.0,0,1,['network data', 'risk minim', 'social network', 'learn algorithm']
1225233,omega,0.5000001186406031, 0.4999998813593969,phi,0.5246863886005909, 0.47531361139940903,count precision recall f1 iter,1,0.25,0.25,0.25,2,['nomogram', 'model visual', 'visual techniqu', 'easy-to-interpret visual']
303639,omega,0.5, 0.5,phi,0.5304775008769489, 0.46952249912305105,count precision recall f1 iter,1,0.25,0.16666666666666666,0.2,1,['cluster algorithm', 'cluster model', 'overlap cluster', 'mixtur model']
4738342,omega,0.5, 0.5,phi,0.504747078000573, 0.495252921999427,count precision recall f1 iter,1,0.25,0.2,0.22222222222222224,1,['cost quantif', 'class prior', 'class imbal', 'class distribut']
9662316,omega,0.5, 0.5,phi,0.5119826602629768, 0.48801733973702327,count precision recall f1 iter,0,0.0,0.0,0,1,['network inform', 'network connect', 'network format', 'blog site']
9389455,omega,0.5, 0.49999999999999994,phi,0.5043531217857609, 0.49564687821423925,count precision recall f1 iter,1,0.25,0.2,0.22222222222222224,1,['tradit learn', 'learn method', 'contextu advertis', 'multiple-inst learn']
552094,omega,0.5, 0.5,phi,0.5076933904040078, 0.49230660959599215,count precision recall f1 iter,1,0.25,0.25,0.25,1,['window size', 'shill attack', 'attack profil', 'disjoint window']
9965882,omega,0.5, 0.5,phi,0.5107500584068623, 0.48924994159313784,count precision recall f1 iter,1,0.25,0.5,0.3333333333333333,1,['data stream', 'stream learn', 'stream applic', 'predict stream']
