10001128,0,['problem', 'sentenc', 'product', 'opinion', 'effect']
10005232,0,['featur', 'group', 'algorithm', 'framework', 'dens']
10010518,0,['patent', 'coa', 'ip', 'rank', 'system']
10011554,0.2,['problem', 'sequenc', 'local', 'summari', 'event']
10017791,0,['method', 'rtf', 'tag', 'hosvd', 'optim']
10038011,0,['petroglyph', 'rock', 'mine', 'studi', 'impact']
10061437,0.2,['approach', 'queri', 'abandon', 'object', 'number']
10078748,0,['influenc', 'topic', 'network', 'tap', 'learn']
10095848,0,['network', 'label', 'method', 'node', 'inform']
1009607,0,['data', 'such', 'rotat', 'handwrit', 'measur']
10105197,0.2,['network', 'model', 'group', 'actor', 'experi']
10151654,0.2,['data', 'applic', 'chiller', 'approach', 'frequent']
10164574,0,['entiti', 'such', 'algorithm', 'fashion', 'categor']
10181044,0,['bgp', 'updat', 'phenomenon', 'interest', 'showcas']
10186200,0,['node', 'shortest-path', 'dissimilar', 'graph', 'measur']
10193735,0,['domain', 'approach', 'sourc', 'space', 'dataset']
10201372,0.2,['model', 'data', 'method', 'consensus', 'cluster']
10201458,0.2,['algorithm', 'framework', 'pattern', 'biclust', 'data']
10224533,0.2,['discriminatori', 'rule', 'credit', 'discrimin', 'background']
10236111,0.2,['snp-pair', 'test', 'fastanova', 'anova', 'snps']
10257235,0.2,['tradeoff', 'privaci', 'repositori', 'portfolio', 'learn']
10269043,0,['behavior', 'featur', 'relationship', 'user', 'bimrf']
10275752,0,['advertis', 'match', 'algorithm', 'clickthrough', 'approach']
10284571,0.2,['search', 'queri', 'log', 'data-driven', 'infrastructur']
10285045,0,['crawler', 'coverag', 'forum', 'page', 'bandwidth']
10346388,0,['model', 'score', 'false-posit', 'regress', 'spam']
10351682,0.2,['approach', 'differ', 'data', 'abod', 'high-dimension']
10489135,0.2,['algorithm', 'approxim', 'result', 'time', 'communiti']
1049322,0.4,['paintingclass', 'decis', 'tree', 'classif', 'user']
10508839,0,['defect', 'softwar', 'escal', 'cost-sensit', 'ep']
10514814,0,['state', 'data', 'chang', 'techniqu', 'california']
10561862,0,['heap', 'leak', 'problem', 'approach', 'graph']
10597102,0.2,['inform', 'network', 'site', 'news', 'media']
10655059,0,['opinion', 'aspect', 'review', 'rate', 'entiti']
1071109,0.4,['graph', 'approach', 'mine', 'connect', 'closecut']
10757352,0,['claim', 'problem', 'insur', 'error', 'auditor']
10837032,0.4,['co-clust', 'dataflow', 'rate', 'implement', 'netflix']
10837037,0,['approach', 'rule', 'biolog', 'dynam', 'time']
10843921,0,['data', 'commerci', 'task', 'queri', 'accuraci']
10843923,0.2,['object', 'classif', 'web', 'problem', 'tag']
10903275,0,['gradient', 'formul', 'problem', 'optim', 'task']
1092205,0,['loss', 'larg', 'classifi', 'space', 'model']
10925003,0.2,['network', 'month', 'communic', 'cliqu', 'pattern']
1094028,0,['itemset', 'set', 'featur', 'entropi', 'qualiti']
10940984,0,['algorithm', 'influenc', 'scalabl', 'heurist', 'network']
1094423,0,['system', 'approach', 'prototyp', 'pattern', 'experi']
10971362,0,['techniqu', 'softwar', 'bug', 'failur', 'featur']
11080150,0.2,['method', 'infer', 'sparselda', 'document', 'speedup']
1110787,0.2,['user', 'web', 'recommend', 'semant', 'featur']
11117574,0.6,['learn', 'task', 'metric', 'transfer', 'method']
11134936,0.2,['folksonomi', 'approach', 'metadata', 'structur', 'hierarchi']
11142969,0,['algorithm', 'user', 'chain', 'declin', 'home']
11213575,0.2,['model', 'infer', 'topic', 'word', 'method']
11270958,0.2,['document', 'cluster', 'inform', 'wikipedia', 'ontolog']
11279489,0,['experiment', 'experi', 'infrastructur', 'googl', 'web']
11394822,0,['friend', 'user', 'contact', 'group', 'lab']
1141080,0.4,['dimension', 'index', 'curs', 'similar', 'high']
11470328,0,['effect', 'interest', 'probabilist', 'inform', 'flickr']
11482753,0,['domain', 'distribut', 'method', 'concept', 'data']
11536257,0,['grafting-light', 'featur', 'learn', 'gradient', 'mrfs']
11539451,0.2,['compress', 'data', 'dozen', 'set', 'queri']
11546904,0,['relationship', 'advisor-advise', 'network', 'research', 'model']
11626792,0.4,['algorithm', 'motif', 'onlin', 'time', 'discoveri']
11669627,0,['algorithm', 'regret', 'choic', 'binari', 'offset']
1167574,0.2,['space', 'system', 'spacecraft', 'data', 'vehicl']
1167595,0,['servic', 'graph', 'system', 'anomali', 'method']
1167659,0.2,['rule', 'weight', 'attack', 'lerad', 'anomali']
11804378,0.2,['problem', 'regress', 'data', 'straightforward', 'method']
11842174,0,['entiti', 'document', 'approach', 'accuraci', 'director']
1186368,0,['plagiar', 'program', 'tool', 'gplag', 'depend']
1195189,0.2,['cocain', 'effici', 'quasi-cliqu', 'perform', 'mine']
11980488,0,['function', 'relationship', 'classif', 'model', 'algorithm']
11981864,0,['traffic', 'content', 'algorithm', 'time', 'schedul']
1209092,0,['model', 'object', 'propos', 'data', 'solut']
1220729,0,['segment', 'algorithm', 'differ', 'practic', 'heurist']
1225233,0.4,['nomogram', 'visual', 'effect', 'predict', 'techniqu']
1239715,0,['data', 'decis', 'method', 'benefit', 'rule']
1288009,0,['system', 'critiqu', 'technic', 'accuraci', 'model']
13035191,0,['news', 'wrapper', 'template-independ', 'page', 'site']
13066434,0,['algorithm', 'sphere', 'framework', 'johnson-lindenstrauss', 'point']
13083411,0.2,['algorithm', 'graph', 'cluster', 'rwdisk', 'factor']
1317160,0,['algorithm', 'custom', 'revenu', 'price', 'e-cont']
13194551,0.2,['decomposit', 'algorithm', 'nonneg', 'column', 'matrix']
13222302,0,['sequenc', 'function', 'system', 'ptd', 'driver']
1342241,0,['rule', 'queri', 'rule-ql', 'rc', 'languag']
13502551,0.2,['algorithm', 'framework', 'queri', 'graph', 'regular']
1353138,0,['util', 'sampl', 'class', 'algorithm', 'general']
1364456,0,['string', 'classif', 'behavior', 'scheme', 'granular']
1364573,0,['interaction-pattern', 'system', 'scenario', 'requir', 'process']
1370349,0,['period', 'custom', 'call', 'month', 'transact']
1374932,0,['data', 'inform', 'seri', 'similar', 'market']
13755742,0,['data', 'communiti', 'model', 'interest', 'outlier']
13755977,0.4,['rank', 'classif', 'network', 'class', 'inform']
13802275,0.2,['friend', 'privaci', 'secur', 'user', 'network']
13808584,0.4,['human', 'movement', 'social', 'mobil', 'network']
