10001128,0,['problem', 'sentenc', 'product', 'opinion', 'effect', 'system', 'discoveri', 'techniqu', 'commerci', 'forum']
10005232,0.2,['featur', 'group', 'algorithm', 'framework', 'dens', 'select', 'general', 'stabil', 'stabl', 'accuraci']
10010518,0,['patent', 'coa', 'ip', 'rank', 'system', 'beta-test', 'claim', 'techniqu', 'task', 'enterpris']
10011554,0.1,['problem', 'sequenc', 'local', 'summari', 'event', 'dataset', 'larg', 'altern', 'data', 'algorithm']
10017791,0,['method', 'rtf', 'tag', 'hosvd', 'optim', 'analysi', 'tf', 'data', 'factor', 'problem']
10038011,0,['petroglyph', 'rock', 'mine', 'studi', 'impact', 'hough', 'north', 'measur', 'distanc', 'histori']
10061437,0.1,['approach', 'queri', 'abandon', 'object', 'number', 'guarante', 'metric', 'rate', 'user', 'result']
10078748,0.1,['influenc', 'topic', 'network', 'tap', 'learn', 'map-reduc', 'characterist', 'social', 'framework', 'algorithm']
10095848,0.1,['network', 'label', 'method', 'node', 'inform', 'approach', 'small', 'acquisit', 'mistak', 'infer']
1009607,0,['data', 'such', 'rotat', 'handwrit', 'measur', 'space', 'transform', 'real', 'applic', 'problem']
10105197,0.2,['network', 'model', 'group', 'actor', 'experi', 'format', 'effect', 'behavior', 'evolut', 'properti']
10151654,0.2,['data', 'applic', 'chiller', 'approach', 'frequent', 'time', 'center', 'character', 'continuous-valu', 'infrastructur']
10164574,0.1,['entiti', 'such', 'algorithm', 'fashion', 'categor', 'unsupervis', 'model', 'attribut', 'document', 'em']
10181044,0.1,['bgp', 'updat', 'phenomenon', 'interest', 'showcas', 'bgp-len', 'phenomena', 'pattern', 'internet', 'protocol']
10186200,0.1,['node', 'shortest-path', 'dissimilar', 'graph', 'measur', 'distanc', 'commute-tim', 'between', 'comput', 'interest']
10193735,0.2,['domain', 'approach', 'sourc', 'space', 'dataset', 'categor', 'problem', 'avail', 'transfer', 'kernel']
10201372,0.1,['model', 'data', 'method', 'consensus', 'cluster', 'network', 'unsupervis', 'measur', 'research', 'nmi']
10201458,0.2,['algorithm', 'framework', 'pattern', 'biclust', 'data', 'function', 'binar', 'such', 'analysi', 'real-valu']
10224533,0.2,['discriminatori', 'rule', 'credit', 'discrimin', 'background', 'result', 'knowledg', 'law', 'classif', 'membership']
10236111,0.1,['snp-pair', 'test', 'fastanova', 'anova', 'snps', 'phenotyp', 'snp', 'upper', 'comput', 'associ']
10257235,0.1,['tradeoff', 'privaci', 'repositori', 'portfolio', 'learn', 'methodolog', 'uci', 'modern', 'data', 'util']
10269043,0,['behavior', 'featur', 'relationship', 'user', 'bimrf', 'model', 'similar', 'forum', 'random', 'inform']
10275752,0,['advertis', 'match', 'algorithm', 'clickthrough', 'approach', 'broad', 'perceptron', 'similar', 'effect', 'averag']
10284571,0.2,['search', 'queri', 'log', 'data-driven', 'infrastructur', 'feasibl', 'use', 'engin', 'dissatisfactori', 'session']
10285045,0.1,['crawler', 'coverag', 'forum', 'page', 'bandwidth', 'state-of-the-art', 'sitemap', 'util', 'ratio', 'differ']
10346388,0.1,['model', 'score', 'false-posit', 'regress', 'spam', 'naiv', 'featur', 'bay', 'train', 'auc']
10351682,0.1,['approach', 'differ', 'data', 'abod', 'high-dimension', 'method', 'outlier', 'distance-bas', 'dimension', 'angl']
10489135,0.1,['algorithm', 'approxim', 'result', 'time', 'communiti', 'structur', 'guarante', 'effici', 'case', 'set']
1049322,0.2,['paintingclass', 'decis', 'tree', 'classif', 'user', 'comparison', 'knowledg', 'visual', 'data', 'exampl']
10508839,0.2,['defect', 'softwar', 'escal', 'cost-sensit', 'ep', 'profit', 'product', 'maximum', 'enterpris', 'learn']
10514814,0,['state', 'data', 'chang', 'techniqu', 'california', 'spatio-tempor', 'san', 'francisco', 'land', 'problem']
10561862,0.2,['heap', 'leak', 'problem', 'approach', 'graph', 'eclips', 'tool', 'real-world', 'memori', 'mine']
10597102,0.1,['inform', 'network', 'site', 'news', 'media', 'diffus', 'influenc', 'set', 'infect', 'core-peripheri']
10655059,0,['opinion', 'aspect', 'review', 'rate', 'entiti', 'analysi', 'problem', 'applic', 'lara', 'rang']
1071109,0.2,['graph', 'approach', 'mine', 'connect', 'closecut', 'edg', 'network', 'splat', 'pattern-growth', 'pattern-reduct']
10757352,0.1,['claim', 'problem', 'insur', 'error', 'auditor', 'system', 'health', 'magnitud', 'learn', 'administr']
10837032,0.2,['co-clust', 'dataflow', 'rate', 'implement', 'netflix', 'predict', 'rmse', 'domain', 'fine-tun', 'dataset']
10837037,0.1,['approach', 'rule', 'biolog', 'dynam', 'time', 'graph', 'network', 'coverag', 'chang', 'pattern']
10843921,0.2,['data', 'commerci', 'task', 'queri', 'accuraci', 'train', 'toolbar', 'intent', 'classif', 'log']
10843923,0.2,['object', 'classif', 'web', 'problem', 'tag', 'categori', 'social', 'algorithm', 'pictur', 'experi']
10903275,0,['gradient', 'formul', 'problem', 'optim', 'task', 'converg', 'convex', 'regular', 'multi-task', 'data']
1092205,0,['loss', 'larg', 'classifi', 'space', 'model', 'ensembl', 'aid', 'signific', 'method', 'storag']
10925003,0.1,['network', 'month', 'communic', 'cliqu', 'pattern', 'weight', 'utility-driven', 'sever', 'activ', 'record']
1094028,0,['itemset', 'set', 'featur', 'entropi', 'qualiti', 'algorithm', 'number', 'approach', 'power', 'item']
10940984,0.1,['algorithm', 'influenc', 'scalabl', 'heurist', 'network', 'kemp', 'balanc', 'spread', 'user', 'maxim']
1094423,0,['system', 'approach', 'prototyp', 'pattern', 'experi', 'leila', 'birthdat', 'structur', 'text', 'pair']
10971362,0,['techniqu', 'softwar', 'bug', 'failur', 'featur', 'anomali', 'approach', 'trace', 'server', 'mysql']
11080150,0.1,['method', 'infer', 'sparselda', 'document', 'speedup', 'lda', 'sampl', 'topic', 'gibb', 'data']
1110787,0.1,['user', 'web', 'recommend', 'semant', 'featur', 'model', 'approach', 'content', 'dirichlet', 'relationship']
11117574,0.4,['learn', 'task', 'metric', 'transfer', 'method', 'relationship', 'subproblem', 'multi-task', 'convex', 'problem']
11134936,0.2,['folksonomi', 'approach', 'metadata', 'structur', 'hierarchi', 'content', 'tag', 'challeng', 'social', 'tree']
11142969,0.1,['algorithm', 'user', 'chain', 'declin', 'home', 'framework', 'news', 'characterist', 'price', 'januari']
11213575,0.1,['model', 'infer', 'topic', 'word', 'method', 'term', 'document', 'effect', 'em', 'depend']
11270958,0.2,['document', 'cluster', 'inform', 'wikipedia', 'ontolog', 'text', 'categori', 'dataset', 'approach', 'framework']
11279489,0,['experiment', 'experi', 'infrastructur', 'googl', 'web', 'process', 'engin', 'chang', 'problem', 'search']
11394822,0,['friend', 'user', 'contact', 'group', 'lab', 'interaction-bas', 'algorithm', 'gmail', 'implicit', 'affin']
1141080,0.2,['dimension', 'index', 'curs', 'similar', 'high', 'space', 'igrid'],,,
11470328,0,['effect', 'interest', 'probabilist', 'inform', 'flickr', 'group', 'experi', 'approach', 'network', 'method']
11482753,0,['domain', 'distribut', 'method', 'concept', 'data', 'characterist', 'sourc', 'classif', 'space', 'differ']
11536257,0.1,['grafting-light', 'featur', 'learn', 'gradient', 'mrfs', 'paramet', 'effici', 'structur', 'method', 'likelihood']
11539451,0.1,['compress', 'data', 'dozen', 'set', 'queri', 'structur', 'multi-posit', 'benchmark', 'graph', 'design']
11546904,0,['relationship', 'advisor-advise', 'network', 'research', 'model', 'search', 'object', 'author', 'function', 'likelihood']
11626792,0.2,['algorithm', 'motif', 'onlin', 'time', 'discoveri', 'domain', 'stream', 'case', 'structur', 'studi']
11669627,0,['algorithm', 'regret', 'choic', 'binari', 'offset', 'time', 'classif', 'tree', 'set', 'payoff']
1167574,0.1,['space', 'system', 'spacecraft', 'data', 'vehicl', 'transfer', 'telemetri', 'method', 'rendezv', 'anomali']
1167595,0,['servic', 'graph', 'system', 'anomali', 'method', 'fault', 'adjac', 'probabl', 'eigenclust', 'applic']
1167659,0.2,['rule', 'weight', 'attack', 'lerad', 'anomali', 'prune', 'valid', 'host', 'comput', 'network']
11804378,0.1,['problem', 'regress', 'data', 'straightforward', 'method', 'approach', 'knowledg', 'paramet', 'function', 'mine']
11842174,0,['entiti', 'document', 'approach', 'accuraci', 'director', 'book', 'list', 'challeng', 'increas', 'larg']
1186368,0,['plagiar', 'program', 'tool', 'gplag', 'depend', 'thousand', 'represent', 'line', 'experi', 'code']
1195189,0.1,['cocain', 'effici', 'quasi-cliqu', 'perform', 'mine', 'studi', 'closur', 'discoveri', 'check', 'thorough']
11980488,0.1,['function', 'relationship', 'classif', 'model', 'algorithm', 'effect', 'logit', 'graph', 'base', 'norm']
11981864,0,['traffic', 'content', 'algorithm', 'time', 'schedul', 'visitor', 'clickthrough', 'data', 'server', 'log']
1209092,0,['model', 'object', 'propos', 'data', 'solut', 'order', 'combin', 'multipl', 'comparison', 'use']
1220729,0,['segment', 'algorithm', 'differ', 'practic', 'heurist', 'behavior', 'timelin', 'partit', 'mobile-phon', 'experi']
1225233,0.2,['nomogram', 'visual', 'effect', 'predict', 'techniqu', 'hyperplan', 'probabl', 'properti', 'attribut', 'ratio']
1239715,0,['data', 'decis', 'method', 'benefit', 'rule', 'cost-sensit', 'applic', 'approach', 'testb', 'market']
1288009,0,['system', 'critiqu', 'technic', 'accuraci', 'model', 'defens', 'analysi', 'data', 'concern', 'infer']
13035191,0,['news', 'wrapper', 'template-independ', 'page', 'site', 'bodi', 'templat', 'method', 'text', 'extract']
13066434,0,['algorithm', 'sphere', 'framework', 'johnson-lindenstrauss', 'point', 'scale', 'result', 'lemma', 'dimension', 'distanc']
13083411,0.1,['algorithm', 'graph', 'cluster', 'rwdisk', 'factor', 'node', 'time', 'neighbor', 'cites', 'small']
1317160,0,['algorithm', 'custom', 'revenu', 'price', 'e-cont', 'behavior', 'internet', 'servic', 'expect', 'framework']
13194551,0.1,['decomposit', 'algorithm', 'nonneg', 'column', 'matrix', 'problem', 'factor', 'intuit', 'interpret', 'cur']
13222302,0,['sequenc', 'function', 'system', 'ptd', 'driver', 'lcp', 'properti', 'potenti', 'algorithm', 'transport']
1342241,0.1,['rule', 'queri', 'rule-ql', 'rc', 'languag', 'rulebas', 'logic', 'multipl', 'number', 'mine']
13502551,0.1,['algorithm', 'framework', 'queri', 'graph', 'regular', 'hit', 'relationship', 'constraint', 'content', 'applic']
1353138,0,['util', 'sampl', 'class', 'algorithm', 'general', 'criteria', 'sequenti'],,,
1364456,0,['string', 'classif', 'behavior', 'scheme', 'granular', 'data', 'problem', 'differ', 'wavelet', 'wide']
1364573,0,['interaction-pattern', 'system', 'scenario', 'requir', 'process', 'overview', 'function', 'softwar', 'applic', 'algorithm']
1370349,0.1,['period', 'custom', 'call', 'month', 'transact', 'signatur', 'data', 'show', 'pattern', 'current']
1374932,0.1,['data', 'inform', 'seri', 'similar', 'market', 'measur', 'methodolog', 'stock', 'interest', 'observ']
13755742,0.1,['data', 'communiti', 'model', 'interest', 'outlier', 'network', 'inform', 'concept', 'link', 'effici']
13755977,0.2,['rank', 'classif', 'network', 'class', 'inform', 'object', 'data', 'graph', 'rankclass', 'iter']
13802275,0.3,['friend', 'privaci', 'secur', 'user', 'network', 'new', 'social', 'vulner', 'site', 'risk']
13808584,0.2,['human', 'movement', 'social', 'mobil', 'network', 'model', 'structur', 'period', 'travel', 'locat']
13809567,0.1,['algorithm', 'approach', 'cox', 'featur', 'predict', 'concord', 'auc', 'risk', 'model', 'margin-bas']
13928451,0.1,['probabilist', 'perform', 'databas', 'data', 'dataset', 'algorithm', 'rule', 'frequent', 'pattern', 'world']
14051997,0,['spine', 'approach', 'model', 'sparsif', 'scalabl', 'backbon', 'network', 'accuraci', 'term', 'algorithm']
14058457,0.1,['link', 'predict', 'place', 'user', 'place-friend', 'new', 'featur', 'system', 'learn', 'location-bas']
14076694,0,['probabilist', 'dp', 'optim', 'pakdd', 'support', 'chui', 'candid', 'cpu', 'pattern', 'sourc']
14125260,0,['dsgd', 'stochast', 'ssgd', 'algorithm', 'matrix', 'loss', 'sgd', 'theori', 'implement', 'factor']
14344924,0.1,['bid', 'level', 'real-tim', 'ad', 'offlin', 'optim', 'impress', 'constraint', 'natur', 'marketplac']
1473866,0.1,['similar', 'measur', 'distanc', 'learnabl', 'databas', 'detect', 'machin', 'train', 'field', 'svm']
1522729,0,['network', 'dataset', 'lossless', 'bayesian', 'compress'],,,,,
1523191,0.1,['imag', 'object', 'viewpoint', 'pattern', 'distanc', 'relationship', 'orient', 'databas', 'result', 'experi']
2341962,0.1,['method', 'dimens', 'grid', 'data', 'algorithm', 'function', 'new', 'point', 'spars', 'rate']
2353166,0.2,['test', 'vlsi', 'ic', 'data', 'mine'],,,,,
2916145,0,['region', 'signific', 'maximum', 'spatial', 'densiti', 'diseas', 'cluster', 'squar', 'count', 'time']
3568707,0.3,['data', 'featur', 'high-dimension', 'redund', 'studi', 'select', 'approach', 'filter', 'model', 'paper']
3680878,0,['system', 'comput', 'measur', 'intrusion-detect', 'second', 'cpu', 'behavior', 'algorithm', 'data', 'per-comput']
3744882,0.1,['mine', 'data', 'qualiti', 'profil', 'precis', 'web', 'coverag', 'scenario', 'measur', 'recal']
3748056,0,['protocol', 'kernel', 'classifi', 'privat', 'classif', 'encrypt', 'perceptron', 'properti', 'data', 'learn']
3769914,0,['queri', 'graph', 'method', 'node', 'scalabl', 'result', 'time', 'second', 'subgraph', 'path']
3769919,0,['node', 'queri', 'experi', 'accuraci', 'subgraph', 'approxim', 'dblp', 'dataset', 'time', 'good']
3779321,0.5,['interesting', 'itemset', 'network', 'background', 'knowledg', 'bayesian', 'algorithm', 'frequent', 'minimum', 'method']
3780602,0,['pattern', 'risk', 'problem', 'discoveri', 'properti', 'data', 'algorithm', 'medic', 'research', 'use']
3785570,0.1,['phenotyp', 'mine', 'method', 'gene', 'interest', 'data', 'heurist', 'set', 'sampl', 'studi']
3788999,0,['document', 'method', 'collect', 'likelihood', 'confer', 'citat', 'test', 'influenc', 'ratio', 'proceed']
3792033,0,['prototyp', 'download', 'method', 'visual', 'task', 'design', 'data', 'mine', 'last', 'yale']
3809174,0,['algorithm', 'classifi', 'accept', 'medic', 'barrier', 'physician', 'lung', 'dataset', 'support', 'rule']
3816158,0,['solver', 'elef', 'differ', 'problem', 'risk', 'part', 'toolbox', 'code', 'avail', 'regular']
