4270261,precision,0.0,recall,0.0,['image database', 'embryo image', 'multimedia database', 'drosophila embryo', 'database scale']
58630,precision,0.2,recall,0.25,['non-parametric clustering', 'model-based clustering', 'hierarchical clustering', 'large numbers', 'clustering methods']
4794787,precision,0.4,recall,0.4,['discovery process', 'knowledge discovery', 'user-centered process', 'kdd process', 'entire process']
902409,precision,0.0,recall,0.0,['cancer patients', 'colon cancer', 'patient records', 'treatment effectiveness', 'hospital patient']
11980488,precision,0.0,recall,0.0,['structure information', 'structure relationships', 'grouping effect', 'natural grouping', 'such relationships']
434661,precision,0.2,recall,0.3333333333333333,['periodic patterns', 'asynchronous periodic', 'time series', 'mining asynchronous', 'series data']
980627,precision,0.2,recall,0.25,['workflow models', 'workflow representation', 'probabilistic workflow', 'workflow mining', 'normative workflow']
27107,precision,0.4,recall,0.3333333333333333,['mixture model', 'transaction data', 'probabilistic modeling', 'modeling techniques', 'transaction-data modeling']
9479071,precision,0.6,recall,0.3,['semi-supervised learning', 'networked data', 'active learning', 'data active', 'risk minimization']
1225233,precision,0.4,recall,0.5,['support vector', 'model visualization', 'vector machines', 'trained support', 'established model']
303639,precision,0.0,recall,0.0,['clustering model', 'clustering algorithms', 'overlapping clusters', 'mixture models', 'gaussian mixture']
4738342,precision,0.0,recall,0.0,['imperfect classifiers', 'classifier error', 'measure trends', 'class distribution', 'class imbalance']
9662316,precision,0.2,recall,0.2,['network connectivity', 'network information', 'same network', 'network format', 'relational learning']
9389455,precision,0.0,recall,0.0,['multiple-instance learning', 'traditional learning', 'learning methods', 'web pages', 'training pages']
552094,precision,0.0,recall,0.0,['window size', 'attack profiles', 'disjoint windows', 'attack event', 'optimal window']
9965882,precision,0.2,recall,0.5,['data streams', 'predictive stream', 'stream learning', 'streaming applications', 'several stream']
4740231,precision,0.4,recall,0.6666666666666666,['enterprise systems', 'various systems', 'new systems', 'performance forecasting', 'performance targets']
3744882,precision,0.2,recall,0.16666666666666666,['clustering approach', 'session clusters', 'sequencing scenarios', 'trend sequencing', 'data mining']
10005232,precision,0.2,recall,0.16666666666666666,['selection algorithms', 'efficient algorithm', 'drags algorithm', 'feature selection', 'dense feature']
4306370,precision,0.0,recall,0.0,['securities dealers', 'close-knit individuals', 'national association', 'employment records', 'community structure']
11669627,precision,0.0,recall,0.0,['classification algorithm', 'offset tree', 'partial labels', 'binary classification', 'partial information']
9133885,precision,0.4,recall,0.6666666666666666,['factorization relational', 'matrix factorization', 'factorization model', 'multiple relations', 'relational learning']
1209092,precision,0.0,recall,0.0,['data clustering', 'clustering solutions', 'aggregation data', 'combined solution', 'multiple clustering']
794717,precision,0.0,recall,0.0,['set system', 'pubmed index', 'same set', 'mining problem', 'object sets']
303682,precision,0.4,recall,0.4,['model-based clustering', 'corresponding clusters', 'hybrid clustering', 'nonparametric clustering', 'clustering method']
10001128,precision,0.0,recall,0.0,['opinion mining', 'applications opinion', 'sentence talks', 'comparative sentences', 'problem entity']
5133167,precision,0.0,recall,0.0,['controversial object', 'evaluation score', 'statistical deviation', 'evaluation data', 'evaluation activities']
510197,precision,0.0,recall,0.0,['trajectory clustering', 'regression models']
89079,precision,0.2,recall,0.2,['time series', 'discovery algorithm', 'motif discovery', 'series motifs', 'important time']
5169771,precision,0.0,recall,0.0,['motif discovery', 'series motifs', 'such motifs', 'time algorithms', 'motifdiscovery algorithms']
11482753,precision,0.2,recall,0.25,['domain adaptation', 'target domain', 'source domain', 'adaptation method', 'common text']
9683909,precision,0.0,recall,0.0,['frequent patterns', 'pattern mining', 'discriminative patterns', 'tree frequent', 'support patterns']
329505,precision,0.4,recall,0.5,['mining quantitative', 'mining correlations', 'information-theoretic approach', 'correlated patterns', 'mining associations']
524908,precision,0.0,recall,0.0,['distance-based outliers', 'outlier computation', 'distance metric', 'mutual distances', 'run time']
14987,precision,0.0,recall,0.0,['data streams', 'tree algorithm', 'mining data', 'vfdt system', 'medium data']
14125260,precision,0.4,recall,0.5,['stochastic gradient', 'gradient descent', 'stochastic optimization', 'stochastic approximation', 'iterative stochastic']
9419452,precision,0.2,recall,0.5,['partial labels', 'label learning', 'correct label', 'possible labels', 'label information']
10201372,precision,0.0,recall,0.0,['source consensus', 'consensus learning', 'different concepts', 'information sources', 'supervised models']
2353166,precision,0.25,recall,0.125,['test data', 'vlsi testing', 'ic test', 'mining ic']
676107,precision,0.75,recall,0.75,['vector machine', 'machine classifiers', 'support vector', 'data selection']
