4983102,precision,0.0,recall,0.0,['web robots', 'ethical robots', 'robots rules', 'robot activities', 'enforcement standard']
11485543,precision,0.2,recall,0.3333333333333333,['web search', 'search task', 'semantic search', 'search problems', 'search application']
7461370,precision,0.0,recall,0.0,['html pages', 'web crawler', 'billion pages', 'web graph', 'valid html']
10272014,precision,0.2,recall,0.16666666666666666,['post pages', 'post author', 'web forums', 'forum pages', 'post content']
9331037,precision,0.0,recall,0.0,['hybrid phish', 'keywords-retrieval component', 'identity discovery', 'retrieval phishing', 'phish detection']
1225527,precision,0.0,recall,0.0,['xml data', 'xml representation', 'xml document', 'xml search', 'xml indexing']
10950133,precision,0.2,recall,0.16666666666666666,['cross-site scripting', 'scripting flaws', 'filters cross-site', 'client-side filters', 'filter design']
9934456,precision,0.0,recall,0.0,['xml schema', 'xml documents', 'xml type', 'various xml', 'schema designers']
4590503,precision,0.0,recall,0.0,['web forms', 'form features', 'partitioningthe space', 'web data', 'online databases']
4484921,precision,0.0,recall,0.0,['tagging systems', 'collaborative tagging', 'particular tags', 'tagging history', 'many tags']
11570239,precision,0.4,recall,0.3333333333333333,['linked data', 'broken link', 'link problem', 'structured linked', 'such links']
9614136,precision,0.0,recall,0.0,['product image', 'image search', 'other images', 'google image', 'rank images']
583335,precision,0.4,recall,0.5,['document summarization', 'summarization model', 'fractal summarization', 'interactive summarization', 'automatic summarization']
7728513,precision,0.2,recall,0.25,['social annotation', 'real-world annotation', 'annotation data', 'language models', 'background models']
680590,precision,0.0,recall,0.0,['conversation summarization', 'email conversation', 'summarizing email', 'fragment quotation', 'second novelty']
11708130,precision,0.0,recall,0.0,['folksonomy algorithm', 'different folksonomy', 'evaluating folksonomies', 'state-of-the-art folksonomy', 'so-called folksonomies']
3894952,precision,0.0,recall,0.0,['spam double-funnel', 'spam pages', 'web spammers', 'redirection spam', 'spam doorway']
11394824,precision,0.0,recall,0.0,['email features', 'friends-of-friends relationships', 'behavioral profiles', 'advanced email', 'email social']
21587,precision,0.0,recall,0.0,['rdf graph', 'readable rdf\\/xml', 'rdf\\/xml document', 'unparsing rdf\\/xml', 'grammar rule']
690695,precision,0.0,recall,0.0,['search repository', 'web pages', 'engine repository', 'search engines', 'schedule web']
10389546,precision,0.0,recall,0.0,['database caching', 'caching toolkit', 'template caching', 'client-side database', 'caching approach']
589031,precision,0.0,recall,0.0,['mapping language', 'mapping descriptions', 'such mapping', 'r2o mapping', 'odemapster processor']
1495443,precision,0.0,recall,0.0,['xml schema', 'electronic negotiations', 'communication design']
10582584,precision,0.0,recall,0.0,['disputed claims', 'dispute finder', 'known disputed', 'claim database', 'web sites']
3611227,precision,0.2,recall,0.3333333333333333,['similarity indexes', 'similarity-search queries', 'indexing high-dimensional', 'main-memory-based indexes', 'self-tuning indexes']
677475,precision,0.4,recall,0.3333333333333333,['matching approaches', 'documents approach', 'ontology matching', 'linguistic matching', 'similarity-based approaches']
10178588,precision,0.0,recall,0.0,['domain examples', 'space domain', 'domain transfer', 'different domain', 'related domains']
704848,precision,0.0,recall,0.0,['ebag infrastructure', 'web infrastructure', 'generic infrastructure', 'nomadic learning', 'bluetooth sensor']
334718,precision,0.2,recall,0.16666666666666666,['soft pattern', 'matching patterns', 'pattern generation', 'text patterns', 'soft matching']
10460577,precision,0.2,recall,0.14285714285714285,['user-supplied metadata', 'geo-tagged photos', 'tourist photos', 'temporal information', 'tourist sites']
10023569,precision,0.2,recall,0.5,['multi-service application', 'performance objectives', 'web applications', 'applications dynamic', 'dynamic resource']
13059029,precision,0.2,recall,0.16666666666666666,['topic evolution', 'discovered topics', 'evolution graphs', 'acm corpus', 'evolutionary change']
696215,precision,0.0,recall,0.0,['multimedia web', 'multimedia pagerank', 'multimedia objects', 'web objects', 'other multimedia']
825446,precision,0.2,recall,0.1111111111111111,['web applications', 'semantic web', 'information grid', 'prototype implementation', 'smooth continuum']
3766621,precision,0.2,recall,0.2,['query similarity', 'semantic similarity', 'query semantic', 'time-dependent query', 'search queries']
13064160,precision,0.2,recall,0.2,['web scale', 'scale applications', 'web contents', 'rudimentary multilingual', 'modeling power']
13061804,precision,0.4,recall,0.5,['transformation model', 'generative model', 'input queries', 'query completion', 'intended queries']
310161,precision,0.4,recall,0.6666666666666666,['web service', 'services composition', 'new services', 'service creation', 'prototype service']
10844303,precision,0.2,recall,0.5,['user query', 'search query', 'user search', 'clustering query', 'query refinements']
9940239,precision,0.0,recall,0.0,['new algorithm', 'article recommendation', 'learning algorithm', 'bandit algorithm', 'news article']
3598588,precision,0.0,recall,0.0,['internet search', 'evaluation purposes', 'search engine', 'such purposes', 'engine developments']
4644622,precision,0.2,recall,0.07142857142857142,['technology usage', 'usage patterns', 'communication technologies', 'information seeking', 'phone usage']
62825,precision,0.0,recall,0.0,['resource allocation', 'pages change', 'scheduling phase', 'allocation phase', 'important phases']
54303,precision,0.2,recall,0.25,['activity models', 'human activity', 'day-to-day activity', 'activity recognition', 'labeled activities']
9629719,precision,0.0,recall,0.0,['matching queries', 'rare queries', 'search results', 'query representation', 'popular queries']
4530378,precision,0.2,recall,0.3333333333333333,['web content', 'hyperlink architecture', 'location-specific web', 'web search', 'client-server architecture']
494956,precision,0.0,recall,0.0,['news articles', 'ranks news', 'news sources', 'continuous on-line', 'academic news']
13064730,precision,0.0,recall,0.0,['synchronizability problem', 'undecidable problem', 'crucial problem', 'such systems', 'synchronizable services']
10464296,precision,0.0,recall,0.0,['simple semantics', 'wiki wikis', 'wiki system', 'make wiki', 'ease-of-use make']
280273,precision,0,recall,0.0,[]
1168781,precision,0.4,recall,0.2857142857142857,['mobile applications', 'mobile phone', 'mobile software', 'mobile computing', 'web-based mobile']
3884003,precision,0.6,recall,0.6,['data aggregator', 'aggregation queries', 'aggregation function', 'continuous aggregation', 'dynamic data']
10524156,precision,0.2,recall,0.2,['mashup navigation', 'semantic-based mashup', 'interesting mashups', 'navigation system', 'build mashups']
11034828,precision,0.2,recall,0.25,['tag recurrence', 'tag suggestion', 'social tagging', 'recurrence dynamics', 'suggestion techniques']
9900214,precision,0.0,recall,0.0,['web search', 'exploration searches', 'personalized search', 'search system', 'web exploration']
10795381,precision,0.0,recall,0.0,['wikipedia articles', 'faceted interfaces', 'interface discovery', 'ranking interfaces', 'facet hierarchies']
1194809,precision,0.2,recall,0.16666666666666666,['user study', 'user evaluation', 'specific user', 'navigation activities', 'web usage']
611826,precision,0.0,recall,0.0,['client-side proxies', 'fragment caching', 'such content', 'resources such', 'considerations such']
13778833,precision,0.0,recall,0.0,['constructing cips', 'crawl accuracy', 'system constructs', 'classification accuracy', 'crawl scalability']
10599039,precision,0.0,recall,0.0,['privacy settings', 'privacy management', 'privacy preferences', 'collective privacy', 'privacy policies']
4499757,precision,0.0,recall,0.0,['learning methods', 'machine learning', 'new method', 'basic machine', 'web elements']
506497,precision,0.0,recall,0.0,['generative models', 'probabilistic modeling', 'bayesian models', 'semantic community', 'community discovery']
3606160,precision,0.0,recall,0.0,['data aggregators', 'data sources', 'dynamic data', 'web data', 'data items']
11227602,precision,0.0,recall,0.0,['modeling relationship', 'relationship strengths', 'heterogeneous relationship', 'relationship information', 'user similarity']
399111,precision,0.6,recall,0.2727272727272727,['social networks', 'co-authorship network', 'web applications', 'semantic web', 'semantic analytics']
4411833,precision,0.0,recall,0.0,['web pages', 'content-full page', 'same page', 'clustering approach', 'clean content-full']
13505677,precision,0.2,recall,0.2,['reinforcement learning', 'feature learning', 'image retrieval', 'content-based similarities', 'node similarity']
9324907,precision,0.0,recall,0.0,['results quicklinks', 'query results', 'search engines', 'navigational query', 'real-world search']
300908,precision,0.6666666666666666,recall,0.2,['constraint extension', 'scalable vector', 'vector graphics']
13530223,precision,0.0,recall,0.0,['further evaluation', 'blog posts', 'evaluation techniques', 'influential web', 'web social']
4620314,precision,0.2,recall,0.25,['web images', 'image classification', 'automatic web', 'web pages', 'automatic classification']
9919962,precision,0.0,recall,0.0,['social networks', 'online social', 'high accuracy', 'negative links', 'signed links']
3781026,precision,0.0,recall,0.0,['web search', 'search queries', 'continuous search', 'threshold classification', 'wide web']
70733,precision,0.0,recall,0.0,['map adaptation', 'mobile systems']
5208196,precision,0.0,recall,0.0,['search results', 'search quality', 'search engines', 'web search', 'improve search']
1021018,precision,0.2,recall,0.5,['users search', 'search interactions', 'interaction behavior', 'search behaviors', 'behavioral variability']
13061707,precision,0.0,recall,0.0,['microblog postings', 'microblogging service', 'twitter postings', 'popular microblogging', 'information credibility']
4339859,precision,0.0,recall,0.0,['overlay network', 'p2p overlay', 'autonomous agents', 'cf approach', 'cooperative agents']
4606619,precision,0.0,recall,0.0,['ranking techniques', 'search query', 'ranking methods', 'basic ranking', 'learning-based ranking']
9899579,precision,0.0,recall,0.0,['script elements', 'insecure javascript', 'web javascript', 'javascript practices', 'secure technique']
254899,precision,0.0,recall,0.0,['application vulnerabilities', 'unknown vulnerabilities', 'exploitable vulnerabilities', 'web applications', 'securing web']
69736,precision,0.2,recall,0.16666666666666666,['ontology mapping', 'mapping process', 'ontology glue', 'semantic mappings', 'such mappings']
9096332,precision,0.0,recall,0.0,['efficient algorithms', 'efficient similarity', 'previous algorithms', 'similarity values', 'computing similarity']
9228586,precision,0.2,recall,0.2,['relational objects', 'ranking model', 'learning problem', 'learning technology', 'relation information']
13061595,precision,0.2,recall,0.25,['web search', 'web documents', 'search logs', 'entity extraction', 'domain-independent entity']
4478865,precision,0.4,recall,0.3333333333333333,['comparative web', 'web search', 'web pages', 'web users', 'comparative pages']
650974,precision,0.0,recall,0.0,['sites users', 'extraneous content', 'such content', 'web sites', 'content delivery']
10525233,precision,0.0,recall,0.0,['web applications', 'authentication protocol', 'web authentication', 'recent web', 'internet draft']
341457,precision,0.4,recall,0.3333333333333333,['web service', 'service interface', 'service conversation', 'consistency constraints', 'propositional constraints']
4335483,precision,0.0,recall,0.0,['schema documentation', 'xml schemas', 'standard xml', 'xml technologies', 'xml syntax']
886716,precision,0.4,recall,0.4,['high query', 'web search', 'query processing', 'retrieval system', 'web retrieval']
