4983102,precision,0.1,recall,0.25,['web robots', 'robots rules', 'robot activities', 'ethical robots', 'robots exclusion', 'web scale', 'enforcement standard', 'focused crawler', 'statistical analysis', 'business domains']
11485543,precision,0.2,recall,0.6666666666666666,['search task', 'web search', 'search problems', 'semantic search', 'evaluation metrics', 'search application', 'search engines', 'commercial web', 'realistic evaluation', 'appropriate evaluation']
7461370,precision,0.0,recall,0.0,['web graph', 'html pages', 'web crawler', 'billion pages', 'url uniqueness', 'single-server implementation', 'unique nodes', 'related work', 'valid html', 'recent experiment']
10272014,precision,0.2,recall,0.3333333333333333,['forum pages', 'post pages', 'page-level knowledge', 'site-level knowledge', 'extraction performance', 'various forums', 'object pages', 'web forums', 'forum sites', 'data extraction']
9331037,precision,0.0,recall,0.0,['ir algorithms', 'keywords-retrieval component', 'identity-based component', 'data sources', 'phishing patterns', 'retrieval phishing', 'training data', 'prior knowledge', 'comprehensive experiments', 'hybrid phish']
1225527,precision,0.0,recall,0.0,['xml search', 'xml data', 'xml indexing', 'xml representation', 'standard xml', 'xml files', 'xml documents', 'zips xml', 'time performance', 'content search']
10950133,precision,0.4,recall,0.6666666666666666,['client-side filters', 'filter design', 'filters cross-site', 'xss filters', 'new filter', 'google chrome', 'open source', 'security vulnerability', 'chrome browser', 'webkit open']
9934456,precision,0.2,recall,0.5,['xml documents', 'xml type', 'standard document', 'definition languages', 'type definition', 'various xml', 'standardization bodies', 'xml schema', 'efficient reasoning', 'quality assurance']
4590503,precision,0.0,recall,0.0,['web data', 'form features', 'web forms', 'high accuracy', 'online database', 'partitioningthe space', 'classifying online', 'hidden-web information', 'real web', 'online databasedomain']
4484921,precision,0.1,recall,0.14285714285714285,['tagging systems', 'collaborative tagging', 'tag co-occurrence', 'particular tags', 'tagging history', 'other tags', 'unsupervised tagging', 'many tags', 'law distribution', 'stable distribution']
11570239,precision,0.3,recall,0.5,['blocking approach', 'link problem', 'time-interval-based blocking', 'matching problem', 'broken link', 'blocking technique', 'such links', 'linked data', 'feature comparison', 'instance matching']
9614136,precision,0.0,recall,0.0,['product image', 'google image', 'image search', 'other images', 'rank images', 'user satisfaction', 'significant improvement', 'experimental results', 'real-world system', 'products queries']
583335,precision,0.2,recall,0.5,['document summarization', 'entire summary', 'three-tier architecture', 'computation load', 'summarization model', 'fractal summarization', 'low computing', 'major computation', 'computing power', 'memory capacity']
7728513,precision,0.0,recall,0.0,['annotation data', 'social annotation', 'real-world annotation', 'language models', 'risk minimization', 'topical information', 'significant improvements', 'minimization framework', 'background models', 'probabilistic models']
680590,precision,0.0,recall,0.0,['summarizing email', 'email conversations', 'conversation summarization', 'fragment quotation', 'preliminary results', 'quotation graph', 'second novelty', 'data set', 'many users', 'clue words']
11708130,precision,0.1,recall,0.3333333333333333,['folksonomy algorithms', 'different folksonomies', 'evaluating folksonomies', 'state-of-the-art folksonomy', 'so-called folksonomies', 'search algorithm', 'different social', 'navigating social', 'tagging system', 'pragmatic perspective']
3894952,precision,0.1,recall,0.25,['spam double-funnel', 'spam pages', 'redirection spam', 'spam links', 'spam doorway', 'advertisers spammers', 'unscrupulous syndicators', 'legitimate advertisers', 'targeting spammers', 'web spammers']
11394824,precision,0.0,recall,0.0,['significant insights', 'advanced email', 'threshold behaviors', 'email features', 'behavioral profiles', 'email response', 'behavioral patterns', 'email communication', 'email usage', 'email social']
21587,precision,0.5555555555555556,recall,0.8333333333333334,['universal algebra', 'design pattern', 'theoretical justification', 'grammar rule', 'rdf graph', 'readable rdf\\/xml', 'rdf\\/xml document', 'unparsing rdf\\/xml', 'recursive descent']
690695,precision,0.1,recall,0.3333333333333333,['web pages', 'search repository', 'user-centric web', 'web data', 'scheduling web', 'real web', 'engine repository', 'user search', 'search engine', 'prior web']
10389546,precision,0.3,recall,0.5,['client-side template', 'web server', 'portions web', 'web browsers', 'client-side database', 'web applications', 'caching toolkit', 'web sessions', 'template caching', 'server-only web']
589031,precision,0.2,recall,0.4,['mapping language', 'odemapster processor', 'semantic web', 'mapping descriptions', 'r2o mapping', 'legacy data', 'such mapping', 'driven data', 'data upgrade', 'generic processor']
1495443,precision,1.0,recall,0.5,['electronic negotiations', 'xml schema', 'communication design']
10582584,precision,0.1,recall,0.14285714285714285,['dispute finder', 'disputed claims', 'known disputed', 'claim database', 'other points', 'various design', 'entailment algorithm', 'design decisions', 'web sites', 'browser extension']
3611227,precision,0.1,recall,0.3333333333333333,['similarity indexes', 'main-memory-based indexes', 'self-tuning indexes', 'indexing scheme', 'indexing high-dimensional', 'parallel systems', 'lsh forest', 'query overhead', 'similarity-search queries', 'similarity search']
677475,precision,0.4,recall,0.6666666666666666,['documents approach', 'matching approaches', 'document similarity', 'vector space', 'traditional vector', 'virtual documents', 'ontology matching', 'description formulations', 'linguistic matching', 'space techniques']
10178588,precision,0.0,recall,0.0,['domain examples', 'out-domain examples', 'space domain', 'related domains', 'feature values', 'domain transfer', 'marginal distributions', 'in-domain examples', 'domains hard', 'different domain']
704848,precision,0.1,recall,0.14285714285714285,['web infrastructure', 'ebag infrastructure', 'generic infrastructure', 'ubiquitous web', 'interactive school', 'design issues', 'school materials', 'school environments', 'web integration', 'web services']
334718,precision,0.1,recall,0.16666666666666666,['definitional question', 'definition generation', 'definition sentences', 'state-of-art definition', 'timely definitions', 'pattern generation', 'soft pattern', 'baseline systems', 'generation system', 'unsupervised method']
10460577,precision,0.1,recall,0.14285714285714285,['duration times', 'manual estimations', 'visit duration', 'tourist photos', 'tourist sites', 'related information', 'temporal information', 'tourist attraction', 'geo-tagged photos', 'mining information']
10023569,precision,0.1,recall,0.5,['multi-service application', 'sla target', 'front-end service', 'entire multi-service', 'resource utilization', 'dynamic resource', 'web applications', 'other services', 'multiple services', 'autonomous resource']
13059029,precision,0.1,recall,0.16666666666666666,['acm corpus', 'concrete information', 'navigational tool', 'topic evolution', 'background knowledge', 'evolution graph', 'discover topics', 'concrete summary', 'document network', 'time-stamped document']
696215,precision,0.2,recall,0.3333333333333333,['multimedia web', 'multimedia objects', 'multimedia pagerank', 'other multimedia', 'web objects', 'web pages', 'hyperlink analysis', 'web documents', 'algorithm hyperlink', 'search engines']
825446,precision,0.2,recall,0.2222222222222222,['rich access', 'prototype implementation', 'grid resources', 'information grid', 'machine understandable', 'smooth continuum', 'grid framework', 'web applications', 'semantic web', 'understandable meta-data']
3766621,precision,0.1,recall,0.2,['semantic similarity', 'query semantic', 'real-world semantics', 'time-dependent semantic', 'query similarity', 'click-through data', 'time-dependent query', 'accurate semantic', 'similarity model', 'semantics such']
13064160,precision,0.0,recall,0.0,['anchor text', 'document body', 'title model', 'document titles', 'modeling power', 'matched model', 'order n-gram', 'breaking performance', 'multi-style modeling', 'scale n-gram']
13061804,precision,0.3,recall,0.75,['substantial increase', 'search algorithm', 'search space', 'correction pairs', 'pruning heuristics', 'query completions', 'spelling correction', 'corrected completion', 'transformation model', 'various pruning']
310161,precision,0.0,recall,0.0,['services composition', 'web services', 'prototype service', 'service instances', 'new services', 'ai approach', 'service capabilities', 'service creation', 'programming approach', 'above approaches']
10844303,precision,0.0,recall,0.0,['user search', 'user query', 'search query', 'search engine', 'engine queries', 'user study', 'search behavior', 'clustering query', 'user intents', 'top search']
9940239,precision,0.2,recall,0.2857142857142857,['bandit algorithm', 'new algorithm', 'learning algorithm', 'context-free bandit', 'contextual bandit', 'bandit problem', 'module dataset', 'evaluated offline', 'front page', 'standard context-free']
3598588,precision,0.0,recall,0.0,['internet search', 'search engine', 'engine developments', 'evaluation purposes', 'such purposes', 'wt10g dataset', 'popular benchmark', 'new dataset', 'popular wt10g', 'internet-based experiments']
4644622,precision,0.1,recall,0.07142857142857142,['geographic areas', 'other geographic', 'technology usage', 'usage patterns', 'communication technologies', 'world social', 'other parts', 'technology adoption', 'developed world', 'public access']
62825,precision,0.0,recall,0.0,['pages change', 'change behavior', 'change characteristics', 'dynamic changes', 'change tracking', 'web pages', 'relevant pages', 'important phases', 'interesting observations', 'monitoring tasks']
54303,precision,0.0,recall,0.0,['modeling activities', 'human activities', 'day-to-day activity', 'activity recognition', 'practical activity', 'labeled activities', 'sensor data', 'model construction', 'frequency identification', 'new class']
9629719,precision,0.0,recall,0.0,['query time', 'matching queries', 'query representation', 'rare queries', 'popular queries', 'effective approach', 'search results', 'such algorithms', 'offline processing', 'matching algorithms']
4530378,precision,0.0,recall,0.0,['knowledge discovery', 'hyperlink architecture', 'map-and hyperlink', 'client-server architecture', 'system integration', 'simple map-and', 'web content', 'location-specific web', 'web-based client-server', 'web search']
494956,precision,0.0,recall,0.0,['ranks news', 'news articles', 'news sources', 'academic news', 'indexing news', 'news story', 'news information', 'authoritative news', 'news search', 'ranking algorithm']
13064730,precision,0.2,recall,1.0,['synchronizability problem', 'services interact', 'synchronizable services', 'synchronizability choreography', 'such interactions', 'interaction behavior', 'message-based interactions', 'choreography conformance', 'undecidable problem', 'crucial problem']
